score_date,code,name,total_score,is_buy_strong_candidate,buy_strong_threshold,outcome_30d,benchmark_30d,alpha_30d,net_alpha_30d,production_entry_signal,production_entry_signal_status,production_entry_signal_reason,v1_signal,v1_status,v1_reason,v2_signal,v2_status,v2_reason,v2_adjusted,source,volume_unit,stale_reason,unavailable_reason,preload_start,alignment_reason,close,ma60,ma120,ma60_5d_ago,vol5,vol20,high_20d_prev,market_state,market_reason,market_close,market_ma20,market_ma20_5d_ago,panel_bar_count
2026-04-27,600019,宝钢股份,25.88,False,44.0,-4.292527821939595,3.707856925769515,-8.00038474770911,-8.200384747709109,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,6.29,6.784000000000001,7.049166666666666,6.853833333333333,849503.718,792662.345,6.55,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600023,浙能电力,35.77,False,44.0,4.152249134948094,3.707856925769515,0.444392209178579,0.244392209178579,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,5.78,5.350333333333333,5.233083333333334,5.2835,713748.93,653361.8865,5.87,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600036,招商银行,33.88,False,44.0,-6.043676993397673,3.707856925769515,-9.751533919167187,-9.951533919167186,,,,0,reject,BELOW_MA120,0,reject,BELOW_MA120,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,39.38,39.206,40.583999999999996,39.1045,635723.17,626026.753,40.15,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600089,特变电工,28.03,False,44.0,-1.7345399698340924,3.707856925769515,-5.442396895603608,-5.642396895603608,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,26.52,28.554666666666666,26.092166666666667,28.743166666666664,1373816.268,1557706.6885,28.54,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600362,江西铜业,30.4,False,44.0,-1.3395847287341,3.707856925769515,-5.047441654503615,-5.247441654503615,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,44.79,51.17966666666667,48.190000000000005,52.5395,325958.82999999996,340055.538,48.84,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600785,新华百货,25.39,False,44.0,-7.365939893930451,3.707856925769515,-11.073796819699965,-11.273796819699964,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,16.97,19.410666666666664,16.914166666666667,19.745833333333334,64771.840000000004,65327.34299999999,18.58,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600900,长江电力,39.5,False,44.0,-0.375093773443369,3.707856925769515,-4.0829506992128834,-4.282950699212884,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,26.66,26.685333333333332,27.254416666666668,26.663333333333334,723802.562,755500.0615000001,27.4,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600938,中国海油,43.58,False,44.0,-12.029881504379192,3.707856925769515,-15.737738430148706,-15.937738430148706,,,,0,reject,LOW_VOLUME,0,reject,LOW_VOLUME,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,38.82,38.167500000000004,33.43208333333333,37.51766666666666,481750.04800000007,592585.604,42.2,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600941,中国移动,37.22,False,44.0,2.3036649214659644,3.707856925769515,-1.4041920043035505,-1.6041920043035505,,,,0,reject,BELOW_MA120,0,reject,BELOW_MA120,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,95.5,94.77733333333335,99.30916666666667,94.83099999999999,108989.35800000001,77961.49399999999,96.9,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,600999,招商证券,29.89,False,44.0,15.669700910273065,3.707856925769515,11.961843984503549,11.76184398450355,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,15.38,16.131666666666668,16.496916666666667,16.245,370784.452,304332.279,16.19,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601088,中国神华,39.91,False,44.0,-1.41085934159898,3.707856925769515,-5.1187162673684945,-5.318716267368495,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,46.78,45.27133333333333,43.36466666666667,44.77933333333333,335595.81200000003,299952.486,48.59,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,428
2026-04-27,601138,工业富联,42.43,False,44.0,4.118959107806686,3.707856925769515,0.41110218203717075,0.21110218203717074,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,67.25,55.60883333333334,59.910333333333334,55.265499999999996,2467065.638,1951912.109,69.1,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601179,中国西电,34.5,False,44.0,-3.9598108747045058,3.707856925769515,-7.667667800474021,-7.867667800474021,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,16.92,16.389,13.075916666666666,16.164833333333334,2100713.232,2033133.5965,18.51,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601225,陕西煤业,38.22,False,44.0,-2.9550827423167836,3.707856925769515,-6.662939668086299,-6.862939668086299,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,25.38,24.567833333333333,23.571166666666667,24.245,548088.238,383025.389,26.83,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601288,农业银行,27.48,False,44.0,-8.959537572254339,3.707856925769515,-12.667394498023853,-12.867394498023852,,,,0,reject,BELOW_MA120,0,reject,BELOW_MA120,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,6.92,6.718666666666667,7.2595,6.718833333333333,2432287.0560000003,3347747.423,7.29,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601398,工商银行,25.34,False,44.0,-4.394141145139818,3.707856925769515,-8.101998070909332,-8.301998070909331,,,,0,reject,BELOW_MA120,0,reject,BELOW_MA120,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,7.51,7.308666666666666,7.62375,7.300166666666667,2245516.994,2594884.736,7.71,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601600,中国铝业,46.6,True,44.0,-1.16861435726211,3.707856925769515,-4.876471283031625,-5.076471283031625,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,11.98,12.8475,12.167916666666667,12.953833333333334,2041478.6560000002,2949792.8075,12.8,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601668,中国建筑,24.46,False,44.0,-1.663201663201641,3.707856925769515,-5.371058588971156,-5.571058588971156,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,4.81,5.002666666666667,5.13025,5.023666666666667,1959339.8800000001,1884789.5475,5.06,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601728,中国电信,31.26,False,44.0,-0.5008347245409106,3.707856925769515,-4.208691650310426,-4.408691650310426,,,,0,reject,BELOW_MA120,0,reject,BELOW_MA120,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,5.99,5.844166666666666,6.222583333333334,5.839166666666667,1308293.288,1100792.452,6.01,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601857,中国石油,35.92,False,44.0,-9.364548494983282,3.707856925769515,-13.072405420752798,-13.272405420752797,,,,0,reject,LOW_VOLUME,0,reject,LOW_VOLUME,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,11.96,11.641333333333334,10.728916666666667,11.492333333333333,1740199.47,1933856.5350000001,12.68,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601899,紫金矿业,48.58,True,44.0,-5.840286054827182,3.707856925769515,-9.548142980596698,-9.748142980596697,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,33.56,36.198499999999996,34.13525,36.438,3059795.93,2589052.397,36.0,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601933,永辉超市,11.92,False,44.0,-2.849740932642486,3.707856925769515,-6.5575978584120005,-6.757597858412001,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,3.86,4.0915,4.426583333333334,4.1675,1599900.3280000002,1384874.211,4.32,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601939,建设银行,26.48,False,44.0,5.785123966942152,3.707856925769515,2.077267041172637,1.8772670411726369,,,,0,reject,LOW_VOLUME,0,reject,LOW_VOLUME,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,9.68,9.131666666666666,9.210333333333333,9.059500000000002,663766.758,822949.957,9.95,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601988,中国银行,25.7,False,44.0,1.736111111111116,3.707856925769515,-1.9717458146583988,-2.171745814658399,,,,0,reject,LOW_VOLUME,0,reject,LOW_VOLUME,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,5.76,5.522,5.6234166666666665,5.4831666666666665,1682328.8579999998,2422508.9875,5.97,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,601991,大唐发电,31.15,False,44.0,88.64197530864197,3.707856925769515,84.93411838287246,84.73411838287245,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,4.05,3.9883333333333337,3.81075,3.9691666666666667,2085020.776,1738861.0809999998,4.59,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-27,603606,东方电缆,46.5,True,44.0,-30.338480736234597,3.707856925769515,-34.04633766200411,-34.246337662004116,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,64.11,60.347833333333334,60.19141666666667,59.80616666666666,205261.158,136536.0855,67.58,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,438
2026-04-28,601288,农业银行,27.48,False,44.0,-10.404624277456643,3.1516053305759906,-13.556229608032634,-13.756229608032633,,,,0,reject,BELOW_MA120,0,reject,BELOW_MA120,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,6.98,6.7225,7.249750000000001,6.718333333333334,2445394.466,3379459.717,7.29,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,439
2026-04-29,000786,北新建材,40.92,False,44.0,-10.854870775347901,2.1590944525865963,-13.013965227934499,-13.213965227934498,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,26.17,26.741333333333333,25.913,26.918333333333333,155961.892,141317.4705,26.68,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,440
2026-04-29,000963,华东医药,45.62,True,44.0,-13.059033989266544,2.1590944525865963,-15.218128441853139,-15.418128441853138,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,33.54,35.37133333333334,37.97408333333333,35.689,163334.242,128538.39050000001,37.16,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,440
2026-04-29,002050,三花智控,48.23,True,44.0,22.078804347826097,2.1590944525865963,19.9197098952395,19.7197098952395,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,44.82,47.215333333333334,47.60825,48.096,873662.868,794023.433,46.87,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,440
2026-04-29,002119,康强电子,29.44,False,44.0,10.576923076923084,2.1590944525865963,8.417828624336487,8.217828624336487,,,,0,reject,BELOW_MA60,0,reject,BELOW_MA60,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,20.8,22.335500000000003,20.149416666666664,22.575499999999998,215048.27999999997,303790.44649999996,23.6,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,440
2026-04-29,002201,九鼎新材,23.92,False,44.0,-20.645161290322577,2.1590944525865963,-22.804255742909174,-23.004255742909173,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,13.95,12.6715,11.198083333333333,12.671166666666666,1193778.1,713060.901,16.85,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,440
2026-04-29,002475,立讯精密,41.79,False,44.0,6.89753863766458,2.1590944525865963,4.7384441850779835,4.538444185077983,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,68.64,53.37016666666667,55.57725,52.30783333333333,2496497.72,2197182.668,72.6,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,440
2026-04-29,002594,比亚迪,42.85,False,44.0,-8.453510436432643,2.1590944525865963,-10.612604889019238,-10.812604889019237,,,,1,pass,PASS,1,pass_weak,QFQ_UNAVAILABLE;ADJUSTED_NONE,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,105.4,98.15966666666667,97.23258333333334,97.50266666666667,569936.116,523442.92750000005,108.49,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,440
2026-04-29,002648,卫星化学,45.54,True,44.0,-19.6896551724138,2.1590944525865963,-21.848749625000398,-22.048749625000397,,,,0,reject,LOW_VOLUME,0,reject,LOW_VOLUME,none,tushare.daily,hand,,TUSHARE_RATE_LIMIT:抱歉，您访问接口(adj_factor)频率超限(1次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,2024-07-05,QFQ_UNAVAILABLE,29.23,25.904,21.846666666666668,25.3435,546653.668,567643.866,30.36,market_unknown,MARKET_WINDOW_INSUFFICIENT,,,,440
